politician_id	parliament_num	ed_id	pref_votes	date_member_from	date_member_to	elected_party_id	current_party_id	duration_days
Chamal-Rajapaksa	10	HAM	63698	1994-08-25	2000-08-18	PA	PA	2185
Chamal-Rajapaksa	11	HAM	66737	2000-10-18	2001-10-10	PA	PA	357
Chamal-Rajapaksa	12	HAM	48473	2001-12-19	2004-02-07	PA	PA	780
Chamal-Rajapaksa	13	HAM	56416	2004-04-22	2010-02-09	UPFA	UPFA	2119
Chamal-Rajapaksa	14	HAM	79648	2010-04-22	2015-06-26	SLFP	SLFP	1891
Chamal-Rajapaksa	15	HAM	80621	2015-09-01		SLFP	SLFP	
Chamal-Rajapaksa	16	HAM	85330	2020-08-20		SLPP	SLPP	
Chamara-Sampath-Dassanayake	15	BAD	64418	2015-09-01	2015-09-15	SLFP	SLFP	14
Chamara-Sampath-Dassanayake	16	BAD	66393	2020-08-20		SLFP	SLFP	
Chamara-Sampath-Dassanayake	17	"BAD
"	19359	2024-11-21		"NDF
"	NDF	
Chaminda-Lalith-Kumara	17	"GAM
"	53451	2024-11-21		"NPP
"	NPP	
Chaminda-Sampath	16	GAL	128331	2020-08-20		SLPP	SLPP	
Chaminda-Wijesiri	15	BAD	58291	2015-09-01		UNP	UNP	
Chaminda-Wijesiri	16	BAD	36291	2020-08-20	2024-01-09	SJB	SJB	1237
Chaminda-Wijesiri	17	"BAD
"	29791	2024-11-21		"SJB
"	SJB	
Chamindrani-Kiriella	17	"KAN
"	30780	2024-11-21		"SJB
"	SJB	
Champika-Hettiarachchi	17	"GAM
"	70373	2024-11-21		"NPP
"	NPP	
Champika-Ranawaka	11	NAT			2001-10-10			
Champika-Ranawaka	13	NAT		2007-01-31	2010-02-09		UPFA	1105
Champika-Ranawaka	14	COL	120333	2010-04-22	2015-06-26	JHU	JHU	1891
Champika-Ranawaka	15	COL	100444	2015-09-01		JHU	JHU	
Champika-Ranawaka	16	COL	65574	2020-08-20		JHU	URF	
Chanaka-Sampath-Madugoda	17	"GAL
"	8447	2024-11-21		"SLPP
"	SLPP	
Chandana-Abayarathna	17	"PUT
"	113334	2024-11-21		"NPP
"	NPP	
Chandana-Kathriarachchi	11	COL	61301	2000-10-18	2001-10-10	PA	PA	357
Chandana-Kathriarachchi	12	COL	57673	2001-12-19	2004-02-07	PA	PA	780
Chandana-Sooriyaarachchi	17	"COL
"	63387	2024-11-21		"NPP
"	NPP	
Chandana-Tennakoon	17	"KUR
"	70038	2024-11-21		"NPP
"	NPP	
Chandima-Gamage	15	ANU	50112	2015-09-01		UNP	UNP	
Chandima-Hettiaratchi	17	"KAL
"	50509	2024-11-21		"NPP
"	NPP	
Chandima-Weerakkody	13	GAL	52665	2009-06-09	2010-02-09	UPFA	UPFA	245
Chandima-Weerakkody	14	GAL	67231	2010-04-22	2015-06-26	SLFP	SLFP	1891
Chandima-Weerakkody	15	GAL	114851	2015-09-01		SLFP	SLPP	
Chandima-Weerakkody	16	GAL	84984	2020-08-20		SLPP	Ind	
Chandra-Nehru-Chandrakanthan	13	NAT		2006-09-27	2010-02-09	TNA	TNA	1231
Chandradasa-Ranatunga	9	KEG	29051	1989-03-09	1994-06-24	UNP	UNP	1933
Chandrani-Bandara-Jayasinghe	10	ANU	66538	1994-08-25	2000-08-18	UNP	UNP	2185
Chandrani-Bandara-Jayasinghe	11	ANU	41874	2000-10-18	2001-10-10	UNP	UNP	357
Chandrani-Bandara-Jayasinghe	12	ANU	54969	2001-12-19	2004-02-07	UNF	UNF	780
Chandrani-Bandara-Jayasinghe	13	ANU	49471	2004-04-22	2010-02-09	UNF	UNF	2119
Chandrani-Bandara-Jayasinghe	14	ANU	29884	2010-04-22	2015-06-26	UNP	UNP	1891
Chandrani-Bandara-Jayasinghe	15	ANU	83666	2015-09-01		UNP	UNP	
Chandrani-Bandara	9	ANU	25541	1989-03-09	1994-06-24	UNP	UNP	1933
Chandrasekara-Gankande	9	RAT	37875	1989-03-09	1994-06-24	UNP	UNP	1933
Chandrasena-Wijesinghe	13	GAL	101377	2004-04-22	2010-02-09	UPFA		2119
Chandrasiri-Gajadeera	10	MTR	62852	1994-08-25	2000-08-18	PA	PA	2185
Chandrasiri-Gajadeera	11	MTR	43913	2000-10-18	2001-10-10	PA	PA	357
Chandrasiri-Gajadeera	13	MTR	46138	2004-04-22	2010-02-09	UPFA	UPFA	2119
Chandrasiri-Gajadeera	14	MTR	51742	2010-04-22	2015-06-26	CPSL	CPSL	1891
Chandrasiri-Gajadeera	15	MTR	54252	2015-09-01		CPSL	CPSL	
Chandrika-Kumaratunga	10	GAM	464588	1994-08-25	1994-11-12	PA	PA	79
Channa-Jayasumana	16	ANU	133980	2020-08-20		SLPP	FPC	
Charitha-Herath	16	NAT		2020-08-20		SLPP	FPC	
Charles-Nirmalanathan	15	VAN	34620	2015-09-01		ITAK	ITAK	
Charles-Nirmalanathan	16	VAN	25668	2020-08-20		ITAK	ITAK	
Chathura-Galappaththi	17	"MTR
"	32196	2024-11-21		"SJB
"	SJB	
Chathura-Senarathne	15	GAM	71243	2015-09-01		DNM	DNM	
Chathuranga-Abeysinghe	17	"COL
"	127166	2024-11-21		"NPP
"	NPP	
Chathuri-Gangani	17	"MON
"	42930	2024-11-21		"NPP
"	NPP	
Chinthaka-Mayadunne	16	PUT	46058	2020-08-20		SLPP	SLPP	
Chitra-Manthilake	12	KAN	51768	2001-12-19	2004-02-07	UNF	UNF	780
Chrishantha-Abeysena	17	"GAM
"	121825	2024-11-21		"NPP
"	NPP	
D-B-Herath	16	KUR	61954	2020-08-20		SLPP	SLPP	
D-D-W-Wickremarathne	12	BAD	33513	2001-12-19	2004-02-07	PA	PA	780
D-E-W-Gunasekera	13	NAT		2004-04-22	2010-02-09	UPFA	UPFA	2119
D-E-W-Gunasekera	14	NAT		2010-04-22	2015-06-26	CPSL	CPSL	1891
D-M-Ariyadasa	9	ANU	27724	1989-03-09	1994-06-24	UNP	UNP	1933
D-M-Ariyaratna	9	MON	12985	1989-03-09	1994-06-24	UNP	UNP	1933
D-M-Bandaranaike	9	KUR	31788	1989-03-09	1994-06-24	UNP	UNP	1933
D-M-Bandaranaike	10	KUR	50901	1994-08-25	2000-08-18	UNP	UNP	2185
D-M-Bandaranaike	12	KUR	52808	2001-12-19	2004-02-07	UNF	UNF	780
D-M-Dassanayake	10	PUT	39793	1994-08-25	2000-08-18	PA	PA	2185
D-M-Dassanayake	11	PUT	45700	2000-10-18	2001-10-10	PA	PA	357
D-M-Dassanayake	12	PUT	47100	2001-12-19	2004-02-07	PA	PA	780
D-M-Dassanayake	13	PUT	55775	2004-04-22	2008-01-08	UPFA	UPFA	1356
D-M-G-Dissanayake	9	MON	26193	1989-03-09	1994-06-24			1933
D-M-Jayaratne	9	KAN	54290	1989-03-09	1994-06-24			1933
D-M-Jayaratne	10	KAN	101558	1994-08-25	2000-08-18	PA	PA	2185
D-M-Jayaratne	11	KAN	85711	2000-10-18	2001-10-10	PA	PA	357
D-M-Jayaratne	12	NAT		2001-12-19	2004-02-07	PA	PA	780
D-M-Jayaratne	13	KAN	64317	2004-04-22	2010-02-09	UPFA	UPFA	2119
D-M-Jayaratne	14	NAT		2010-04-22	2015-06-26	SLFP	SLFP	1891
D-M-S-K-Dassanayake	12	NUW	35504	2001-12-19	2004-02-07	PA	PA	780
D-M-Swaminathan	14	NAT		2010-04-22	2015-06-26	UNP	UNP	1891
D-M-Swaminathan	15	NAT		2015-09-01		UNP	UNP	
D-P-Wickremasinghe	9	KUR	31609	1989-03-09	1994-06-24			1933
D-P-Wickremasinghe	10	KUR	49383	1994-08-25	2000-08-18	PA	PA	2185
D-S-S-Premaratne	10	ANU	43167	1994-08-25	2000-08-18	PA	PA	2185
D-S-S-Premaratne	11	ANU	35800	2000-10-18	2001-10-10	PA	PA	357
D-Siddarthan	15	JAF	53741	2015-09-01		PLOTE	PLOTE	
D-Siddarthan	16	JAF	23740	2020-08-20		PLOTE	PLOTE	
D-Suriyabandara	17	"KUR
"	72198	2024-11-21		"NPP
"	NPP	
D-V-Chanaka	15	HAM	51939	2015-09-01		SLFP	SLPP	
D-V-Chanaka	16	HAM	128805	2020-08-20		SLPP	SLPP	
D-V-Chanaka	17	"HAM
"	16546	2024-11-21		"SLPP
"	SLPP	
D-Weerasingha	16	AMP	56006	2020-08-20		SLPP	SLPP	
Daham-Wimalasena	11	NAT		2000-10-18	2001-10-10	UNP	UNP	357
Dammika-Patabendi	17	"KEG
"	186409	2024-11-21		"NPP
"	NPP	
Daya-Gamage	15	AMP	70201	2015-09-01		UNP	UNP	
Dayasiri-Jayasekara	13	KUR	52576	2004-04-22	2010-02-09	UNF	UNF	2119
Dayasiri-Jayasekara	14	KUR	132949	2010-04-22	2013-07-24	UNP	UNP	1189
Dayasiri-Jayasekara	15	KUR	133832	2015-09-01		SLFP	SLFP	
Dayasiri-Jayasekara	16	KUR	112452	2020-08-20		SLFP	SLFP	
Dayasiri-Jayasekara	17	"KUR
"	51402	2024-11-21		"SJB
"	SJB	
Dayasritha-Thissera	11	PUT	38885	2000-10-18	2001-10-10	PA	PA	357
Dayasritha-Thissera	12	PUT	32457	2001-12-19	2004-02-07	PA	PA	780
Dayasritha-Thissera	13	PUT	41190	2004-04-22	2010-02-09	UPFA	UPFA	2119
Dayasritha-Thissera	14	PUT	38704	2010-04-22	2015-06-26	SLFP	SLFP	1891
Deepal-Gunasekara	13	RAT	76883	2004-04-22	2010-02-09	UPFA	UPFA	2119
Deepthi-Wasalage	17	"MTL
"	47482	2024-11-21		"NPP
"	NPP	
Dewananda-Suraweera	17	"COL
"	54680	2024-11-21		"NPP
"	NPP	
Dhammika-Perera	16	NAT		2022-06-22		SLPP	SLPP	
Dhanushka-Ranganath	17	"KAL
"	74502	2024-11-21		"NPP
"	NPP	
Dharmadasa-Banda	9	MON	20788	1989-03-09	1994-06-24	UNP	UNP	1933
Dharmadasa-Banda	10	MON	44956	1994-08-25	2000-08-18	UNP	UNP	2185
Dharmadasa-Banda	13	MON	36104	2004-04-22	2010-02-09	UNF	UPFA	2119
Dharmadewa-Jayasinghe	9	KEG	42170	1989-03-09	1994-06-24	UNP	UNP	1933
Dharmappriya-Wijesinghe	17	"GAM
"	83061	2024-11-21		"NPP
"	NPP	
Dharmapriya-Dissanayake	17	"KUR
"	68580	2024-11-21		"NPP
"	NPP	
Dharmasiri-Senanayake	9	KEG	24715	1989-03-09	1994-06-24			1933
Diana-Gamage	16	NAT		2020-08-20	2024-05-08	SJB	SJB	1357
Dickson-Perera	9	COL	50735	1989-03-09	1994-06-24			1933
Dilan-Perera	10	BAD	54150	1994-08-25	2000-08-18	PA	PA	2185
Dilan-Perera	11	BAD	38415	2000-10-18	2001-10-10	PA	PA	357
Dilan-Perera	12	NAT		2001-12-19	2004-02-07	PA	PA	780
Dilan-Perera	13	BAD	64655	2004-04-22	2010-02-09	UPFA	UPFA	2119
Dilan-Perera	14	BAD	69610	2010-04-22	2015-06-26	SLFP	SLFP	1891
Dilan-Perera	15	NAT		2015-09-01		SLFP	SLFP	
Dilan-Perera	16	BAD	53081	2020-08-20		SLFP	FPC	
Dilip-Wedaarachchi	11	HAM	43949	2000-10-18	2001-10-10	UNP	UNP	357
Dilip-Wedaarachchi	12	HAM	38972	2001-12-19	2004-02-07	UNF	UNF	780
Dilip-Wedaarachchi	13	HAM	40738	2004-04-22	2010-02-09	UNF	UNF	2119
Dilip-Wedaarachchi	14	HAM	47160	2010-04-22	2015-06-26	UNP	UNP	1891
Dilip-Wedaarachchi	15	HAM	65391	2015-09-01		UNP	UNP	
Dilip-Wedaarachchi	16	HAM	25376	2020-08-20		SJB	SJB	
Dilip-Wedaarachchi	17	"HAM
"	23514	2024-11-21		"SJB
"	SJB	
Dilum-Amunugama	14	KAN	45909	2010-04-22	2015-06-26	SLFP	SLFP	1891
Dilum-Amunugama	15	KAN	104469	2015-09-01		SLFP	SLFP	
Dilum-Amunugama	16	KAN	171758	2020-08-20		SLPP	SLPP	
Dimuthu-Bandara-Abayakoon	12	KAN	5957	2001-12-19	2004-02-07			780
Dimuthu-Bandara-Abayakoon	13	KAN	111923	2004-04-22	2010-02-09	UPFA		2119
Dinesh-Gunawardena	9	COL	70616	1989-03-09	1994-06-24			1933
Dinesh-Gunawardena	11	COL	114795	2000-10-18	2001-10-10	PA	PA	357
Dinesh-Gunawardena	12	COL	87615	2001-12-19	2004-02-07	PA	PA	780
Dinesh-Gunawardena	13	COL	82626	2004-04-22	2010-02-09	UPFA	UPFA	2119
Dinesh-Gunawardena	14	COL	116860	2010-04-22	2015-06-26	MEP	MEP	1891
Dinesh-Gunawardena	15	COL	124451	2015-09-01		MEP	MEP	
Dinesh-Gunawardena	16	COL	85287	2020-08-20		MEP	MEP	
Dinesh-Hemantha-Perera	17	"MTL
"	43455	2024-11-21		"NPP
"	NPP	
Dingiri-Banda-Wijetunga	9	KAN	58617	1989-03-09		UNP	UNP	
Dinindu-Hennayake	17	"BAD
"	45902	2024-11-21		"NPP
"	NPP	
Dixon-J-Perera	10	COL		1998-01-06	2000-08-18	PA	UNP	955
Don-Ranjith-Nanda-Kumarage	9	GAL	43609	1989-03-09	1994-06-24	UNP	UNP	1933
Douglas-Devananda	10	JAF	2091	1994-08-25	2000-08-18	IND	PA	2185
Douglas-Devananda	11	JAF	7658	2000-10-18	2001-10-10		PA	357
Douglas-Devananda	12	JAF	9744	2001-12-19	2004-02-07			780
Douglas-Devananda	13	JAF	9405	2004-04-22	2010-02-09		UPFA	2119
Douglas-Devananda	14	JAF	28585	2010-04-22	2015-06-26	EPDP	EPDP	1891
Douglas-Devananda	15	JAF	16399	2015-09-01		EPDP	EPDP	
Douglas-Devananda	16	JAF	32146	2020-08-20		EPDP	EPDP	
Duleep-Wijesekera	13	GAM	48018	2008-05-06	2010-02-09	UPFA	UPFA	644
Duleep-Wijesekera	14	GAM	51469	2010-04-22	2015-06-26	SLFP	SLFP	1891
Duleep-Wijesekera	15	GAM	58936	2015-09-01		SLFP	SLPP	
Dullas-Alahapperuma	10	MTR	76678	1994-08-25	2000-08-18	PA	PA	2185
Dullas-Alahapperuma	11	MTR	48721	2000-10-18	2001-10-10	PA	PA	357
Dullas-Alahapperuma	13	NAT		2005-12-19	2010-02-09	UPFA	UPFA	1513
Dullas-Alahapperuma	14	NAT		2010-04-22	2015-06-26	SLFP	SLFP	1891
Dullas-Alahapperuma	15	MTR	105406	2015-09-01		SLFP	SLFP	
Dullas-Alahapperuma	16	MTR	103534	2020-08-20		SLPP	FPC	
Duminda-Dissanayake	11	ANU	83949	2000-10-18	2001-10-10	PA	PA	357
Duminda-Dissanayake	12	ANU	76088	2001-12-19	2004-02-07	PA	PA	780
Duminda-Dissanayake	13	ANU	72710	2004-04-22	2010-02-09	UPFA	UPFA	2119
Duminda-Dissanayake	14	ANU	101384	2010-04-22	2015-06-26	SLFP	SLFP	1891
Duminda-Dissanayake	15	ANU	60071	2015-09-01		SLFP	SLFP	
Duminda-Dissanayake	16	ANU	75535	2020-08-20		SLFP	SLFP	
Duminda-Silva	14	COL	146336	2010-04-22	2015-06-26	SLFP	SLFP	1891
Dunesh-Gankanda	13	RAT	42738	2004-04-22	2010-02-09	UNF	UNF	2119
Dunesh-Gankanda	14	RAT	34219	2010-04-22	2015-06-26	UNP	UNP	1891
Dunesh-Gankanda	15	RAT	92804	2015-09-01		UNP	UNP	
Dushmantha-Mithrapala	15	KEG	64836	2015-09-01		SLFP	SLFP	
Dushmantha-Mithrapala	16	KEG	58306	2020-08-20		SLPP	SLPP	
E-A-D-C-Weerasekera	13	NAT		2004-04-22	2004-04-23	UPFA	UPFA	1
E-M-Basnayaka	17	"KAN
"	72929	2024-11-21		"NPP
"	NPP	
E-N-U-Fernando	11	COL	5717	2000-10-18	2001-10-10			357
E-Saravanapavan	14	JAF	14961	2010-04-22	2015-06-26		ITAK	1891
E-Saravanapavan	15	JAF	43719	2015-09-01		ITAK	ITAK	
E-W-D-Don	9	BAD	28385	1989-03-09	1994-06-24			1933
Earl-Gunasekara	11	POL	56213	2000-10-18	2001-10-10	UNP	UNP	357
Earl-Gunasekara	12	POL	57957	2001-12-19	2004-02-07	UNF	UNF	780
Earl-Gunasekara	13	POL	38681	2004-04-22	2010-02-09	UNF	UNF	2119
Earl-Gunasekara	14	POL	26925	2010-04-22	2015-06-26	UNP		1891
Ediriweera-Premaratne	10	KAL	70041	1994-08-25	2000-08-18	PA	PA	2185
Ediriweera-Premaratne	11	KAL	53690	2000-10-18	2001-10-10	PA	UNP	357
Ediriweera-Weerawardena	10	KAN	53192	1994-08-25	2000-08-18	PA	PA	2185
Ediriweera-Weerawardena	11	KAN	35388	2000-10-18	2001-10-10	PA	PA	357
Edward-Gunasekara	11	GAM	65157	2000-10-18	2001-10-10	UNP	UNP	357
Edward-Gunasekara	12	GAM	70667	2001-12-19	2004-02-07	UNF	UNF	780
Edward-Gunasekara	13	GAM	44890	2004-04-22	2010-02-09	UNF	UNF	2119
Edward-Gunasekara	15	GAM	65874	2015-09-01		UNP	UNP	
Eliyathamby-Pararasasingam	9	JAF	36340	1989-03-09	1994-06-24	IND	IND	1933
Eliyathamby-Ratnasabapathy	9	JAF	40947	1989-03-09	1994-06-24	IND	IND	1933
Ellawala-Medhananda-Thero	13	NAT		2004-04-22	2010-02-09		UPFA	2119
Ellawala-Medhananda-Thero	14	NAT		2010-04-22	2015-06-26	JHU	JHU	1891
Ellawala-Nalanda	9	RAT	75645	1989-03-09	1994-06-24			1933
Ellawala-Nalanda	10	RAT	52371	1994-08-25	1997-02-11	PA	PA	901
Ellawala-Suranganie	11	RAT	54517	2000-10-18	2001-10-10	PA	PA	357
Eran-Wickramaratne	14	NAT		2010-04-22	2015-06-26	UNP	UNP	1891
Eran-Wickramaratne	16	NAT		2020-08-20		SJB	SJB	
Eranga-Gunasekara	17	"COL
"	85180	2024-11-21		"NPP
"	NPP	
Erik-Weerawardena	14	KAN	54195	2010-04-22	2015-06-26	SLFP	SLFP	1891
Eugin-Alwis-Samarasinghe	10	MTR	57455	1994-08-25	2000-08-18	PA	PA	2185
Evone-Sriyani-Fernando	11	PUT	28636	2000-10-18	2001-10-10	PA	PA	357
Faiszer-Musthapha	13	KAN	40475	2004-04-22	2010-02-09	UNF	UPFA	2119
Faiszer-Musthapha	14	KAN	44648	2010-04-22	2015-06-26	SLFP	SLFP	1891
Faiszer-Musthapha	15	NAT		2015-09-01		SLFP	SLFP	
Farook-Yoonus-Lebbe-Mohamed	9	KEG	38857	1989-03-09	1994-06-24	UNP	UNP	1933
Farook-Yoonus-Lebbe-Mohamed	10	KEG	47765	1994-08-25	2000-08-18	UNP	UNP	2185
Felix-Perera	10	GAM	80539	1994-08-25	2000-08-18	PA	PA	2185
Felix-Perera	11	GAM	96222	2000-10-18	2001-10-10	PA	PA	357
Felix-Perera	12	GAM	73009	2001-12-19	2004-02-07	PA	PA	780
Felix-Perera	13	GAM	72616	2004-04-22	2010-02-09	UPFA	UPFA	2119
Felix-Perera	14	GAM	69938	2010-04-22	2015-06-26	SLFP	SLFP	1891
Ferial-Ashraff	11	AMP	83353	2000-10-18	2001-10-10	PA		357
Ferial-Ashraff	12	AMP	28802	2001-12-19	2004-02-07	PA	PA	780
Ferial-Ashraff	13	AMP	52223	2004-04-22	2010-02-09	UPFA	UPFA	2119
Festus-Perera	9	PUT	76390	1989-03-09	1994-06-24	UNP	UNP	1933
Festus-Perera	10	PUT	75417	1994-08-25	2000-08-18	UNP	UNP	2185
Festus-Perera	11	PUT	45513	2000-10-18	2001-10-10	UNP	UNP	357
G-Karunakaran	16	BAT	26382	2020-08-20		TELO	TELO	
G-L-Peiris	11	COL	139123	2000-10-18	2001-10-10	PA	UNP	357
G-L-Peiris	12	NAT		2001-12-19	2004-02-07	UNF	UNF	780
G-L-Peiris	13	NAT		2004-04-22	2010-02-09	UNF	UPFA	2119
G-L-Peiris	14	NAT		2010-04-22	2015-06-26	UNP (D)		1891
G-L-Peiris	16	NAT		2020-08-20		SLPP	FPC	
G-L-S-Gunawardena	10	GAL	56568	1994-08-25	2000-08-18	UNP	UNP	2185
G-L-S-Gunawardena	11	GAL	46656	2000-10-18	2001-10-10	UNP	UNP	357
G-Sirinesan	15	BAT	48821	2015-09-01		ITAK	ITAK	
G-Sirinesan	17	"BAT
"	22773	2024-11-21		"ITAK
"	ITAK	
Gajendrakumar-Ponnambalam	12	JAF	29641	2001-12-19	2004-02-07	TNA	TNA	780
Gajendrakumar-Ponnambalam	13	JAF	60770	2004-04-22	2010-02-09	TNA	TNA	2119
Gajendrakumar-Ponnambalam	16	JAF	31658	2020-08-20		ACTC	ACTC	
Gajendrakumar-Ponnambalam	17	"JAF
"	15135	2024-11-21		"ACTC
"	ACTC	
Gamagedara-Dissanayake	17	"MTL
"	100618	2024-11-21		"NPP
"	NPP	
Gamini-Athukorala	9	RAT	53420	1989-03-09	1994-06-24	UNP	UNP	1933
Gamini-Athukorala	10	RAT	82869	1994-08-25	2000-08-18	UNP	UNP	2185
Gamini-Athukorala	11	RAT	109102	2000-10-18	2001-10-10	UNP	UNP	357
Gamini-Athukorala	12	RAT	140054	2001-12-19	2004-02-07	UNF	UNF	780
Gamini-Dissanayake	9	NUW	73790	1989-03-09	1994-06-24	UNP	UNP	1933
Gamini-Dissanayake	10	KAN	198207	1994-08-25	1994-10-24	UNP	UNP	60
Gamini-Fonseka	9	MTR	19618	1989-03-09	1994-06-24	UNP	UNP	1933
Gamini-Jayawickrama-Perera	10	KUR	109900	1994-08-25	2000-08-18	UNP	UNP	2185
Gamini-Jayawickrama-Perera	11	KUR	123847	2000-10-18	2001-10-10	UNP	UNP	357
Gamini-Jayawickrama-Perera	12	KUR	141702	2001-12-19	2004-02-07	UNF	UNF	780
Gamini-Jayawickrama-Perera	13	KUR	119176	2004-04-22	2010-02-09	UNF	UNF	2119
Gamini-Jayawickrama-Perera	14	KUR	44131	2010-04-22	2015-06-26	UNP	UNP	1891
Gamini-Jayawickrama-Perera	15	KUR	83346	2015-09-01		UNP	UNP	
Gamini-Lokuge	9	COL	48790	1989-03-09	1994-06-24	UNP	UNP	1933
Gamini-Lokuge	10	COL	47058	1994-08-25	2000-08-18	UNP	UNP	2185
Gamini-Lokuge	11	COL	58009	2000-10-18	2001-10-10	UNP	UNP	357
Gamini-Lokuge	12	COL	66968	2001-12-19	2004-02-07	UNF	UNF	780
Gamini-Lokuge	13	COL	53810	2004-04-22	2010-02-09	UNF	UPFA	2119
Gamini-Lokuge	14	COL	49750	2010-04-22	2015-06-26	UNP (D)		1891
Gamini-Lokuge	15	COL	58527	2015-09-01		SLFP	SLPP	
Gamini-Lokuge	16	COL	62543	2020-08-20		SLPP	SLPP	
Gamini-Rathnayake	12	KEG	3691	2001-12-19	2004-02-07			780
Gamini-Rathnayake	13	KEG	90070	2004-04-22	2010-02-09	UPFA		2119
Gamini-Vijith-Vijithamuni-Soysa	9	MON	15128	1989-03-09	1994-06-24			1933
Gamini-Vijith-Vijithamuni-Soysa	11	MON	37312	2000-10-18	2001-10-10	PA	PA	357
Gamini-Vijith-Vijithamuni-Soysa	12	MON	30724	2001-12-19	2004-02-07	PA	PA	780
Gamini-Vijith-Vijithamuni-Soysa	14	MON	54516	2010-04-22	2015-06-26	SLFP	SLFP	1891
Gamini-Vijith-Vijithamuni-Soysa	15	NAT		2015-09-01		SLFP	SLFP	
Gamini-Waleboda	16	RAT	85840	2020-08-20		NFF	NFF	
Gammaddage-Ajantha	17	"MTR
"	48820	2024-11-21		"NPP
"	NPP	
Ganeshankari-Yogasangari	9	JAF	20223	1989-03-09	1990-06-19	TULF	TULF	467
Gayan-Janaka	17	"PUT
"	51233	2024-11-21		"NPP
"	NPP	
Gayantha-Karunathilaka	11	GAL	60728	2000-10-18	2001-10-10	UNP	UNP	357
Gayantha-Karunathilaka	12	GAL	64257	2001-12-19	2004-02-07	UNF	UNF	780
Gayantha-Karunathilaka	13	GAL	55757	2004-04-22	2010-02-09	UNF	UNF	2119
Gayantha-Karunathilaka	14	GAL	49945	2010-04-22	2015-06-26	UNP	UNP	1891
Gayantha-Karunathilaka	15	GAL	149573	2015-09-01		UNP	UNP	
Gayantha-Karunathilaka	16	GAL	50097	2020-08-20		SJB	SJB	
Gayantha-Karunathilaka	17	"GAL
"	36093	2024-11-21		"SJB
"	SJB	
Gayashan-Nawananda	16	MON	45384	2020-08-20		SLPP	SLPP	
Geetha-Herath	17	"KUR
"	84414	2024-11-21		"NPP
"	NPP	
Geetha-Kumarasinghe	15	GAL	63955	2015-09-01	2017-11-02	SLFP	SLFP	793
Geetha-Kumarasinghe	16	GAL	63357	2020-08-20		SLPP	SLPP	
Gevindu-Kumaratunga	16	NAT		2020-08-20		SLPP	SLPP	
Gitanjana-Gunawardena	9	NAT		1989-03-09	1994-06-24			1933
Gitanjana-Gunawardena	13	NAT		2004-04-22	2010-02-09	UPFA	UPFA	2119
Gitanjana-Gunawardena	14	NAT		2010-04-22	2015-06-26	MEP	MEP	1891
Gnanamuththu-Krishnappillai	12	BAT	20675	2001-12-19	2004-02-07	TNA	TNA	780
Gopallawa-Moithra-Kuda-Banda	10	MTL	40555	1994-08-25	2000-08-18	PA	PA	2185
Gopallawa-Moithra-Kuda-Banda	11	MTL	40397	2000-10-18	2001-10-10	PA	PA	357
Govinthan-Karunakaram	9	BAT	25651	1989-03-09	1994-06-24	TULF	TULF	1933
Gunapala-Rathnasekara	16	KUR	141991	2020-08-20		SLPP	FPC	
Gunapala-Tissakutti-Arachchi	9	HAM	3600	1989-03-09	1994-06-24	UNP	UNP	1933
Gunaratna-Weerakoon	13	GAL	58154	2004-04-22	2010-02-09	UPFA	UPFA	2119
Gunaratna-Weerakoon	14	GAL	68629	2010-04-22	2015-06-26	SLFP	SLFP	1891
Gunasekara-Premaratne	9	COL	44559	1989-03-09	1994-06-24	UNP	UNP	1933
Gunasekara-Premaratne	10	COL	40646	1994-08-25	2000-08-18	UNP	UNP	2185
Gunathilaka-Rajapaksha	16	KAN	49317	2020-08-20		SLPP	SLPP	
H-B-Semasinghe	10	ANU	45256	1994-08-25	2000-08-18	PA	PA	2185
H-B-Semasinghe	11	ANU	35090	2000-10-18	2001-10-10	PA	PA	357
H-C-de-Silva	9	KAN	29726	1989-03-09	1994-06-24	UNP	UNP	1933
H-G-P-Nelson	9	POL	18093	1989-03-09	1994-06-24	UNP	UNP	1933
H-G-P-Nelson	10	POL	39439	1994-08-25	2000-08-18	UNP	UNP	2185
H-G-P-Nelson	11	POL	31241	2000-10-18	2001-10-10	UNP	UNP	357
H-G-P-Nelson	12	POL	41822	2001-12-19	2004-02-07	UNF	UNF	780
H-M-A-L-Banda	9	KUR	34525	1989-03-09	1994-06-24	UNP	UNP	1933
H-M-A-L-Banda	10	KUR	50535	1994-08-25	2000-08-18	UNP	UNP	2185
H-M-Dharmasena	16	MON	20662	2020-08-20		SJB	SJB	
H-M-Dharmasena	17	"MON
"	20171	2024-11-21		"SJB
"	SJB	
H-M-M-Harees	12	AMP	34798	2001-12-19	2004-02-07		UNF	780
H-M-M-Harees	14	AMP	44755	2010-04-22	2015-06-26	SLMC	SLMC	1891
H-M-M-Harees	15	AMP	59433	2015-09-01		SLMC	SLMC	
H-M-M-Harees	16	AMP	36850	2020-08-20		SLMC	SLMC	
H-M-N-Herath	10	POL	26213	1994-08-25	2000-08-18	PA	PA	2185
H-M-N-Herath	11	POL	22872	2000-10-18	2001-10-10	PA	PA	357
H-M-Piyal-Nishantha-de-Silva	15	KAL	71428	2015-09-01		SLFP	SLFP	
H-M-Piyal-Nishantha-de-Silva	16	KAL	103904	2020-08-20		SLPP	SLPP	
H-M-Wasantha-Samarasinghe	13	NAT		2004-04-22	2008-06-30	UPFA		1530
